state,sa4_code,Age,Sex,Indig,Educ,unemployed,employed,total
WA,82,50-54 years,Male,Yes Indigenous,Degree = Yes,0,3,3
WA,82,55-59 years,Fema,Non-Indigenous,Degree = No,64,1468,1532
WA,82,55-59 years,Fema,Non-Indigenous,Degree = Yes,61,1757,1818
WA,82,55-59 years,Fema,Not stated,Degree = No,0,6,6
WA,82,55-59 years,Fema,Yes Indigenous,Degree = No,0,3,3
WA,82,55-59 years,Male,Non-Indigenous,Degree = No,114,1539,1653
WA,82,55-59 years,Male,Non-Indigenous,Degree = Yes,108,2100,2208
WA,82,55-59 years,Male,Not stated,Degree = No,0,3,3
WA,82,55-59 years,Male,Yes Indigenous,Degree = No,0,3,3
WA,82,55-59 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,82,60-64 years,Fema,Non-Indigenous,Degree = No,50,1062,1112
WA,82,60-64 years,Fema,Non-Indigenous,Degree = Yes,35,1120,1155
WA,82,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
WA,82,60-64 years,Male,Non-Indigenous,Degree = No,98,1191,1289
WA,82,60-64 years,Male,Non-Indigenous,Degree = Yes,82,1534,1616
WA,82,60-64 years,Male,Not stated,Degree = No,0,5,5
WA,82,60-64 years,Male,Not stated,Degree = Yes,0,4,4
WA,83,25-29 years,Fema,Non-Indigenous,Degree = No,377,4017,4394
WA,83,25-29 years,Fema,Non-Indigenous,Degree = Yes,153,2474,2627
WA,83,25-29 years,Fema,Not stated,Degree = No,0,19,19
WA,83,25-29 years,Fema,Not stated,Degree = Yes,0,6,6
WA,83,25-29 years,Fema,Yes Indigenous,Degree = No,24,79,103
WA,83,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
WA,83,25-29 years,Male,Non-Indigenous,Degree = No,479,5397,5876
WA,83,25-29 years,Male,Non-Indigenous,Degree = Yes,77,1598,1675
WA,83,25-29 years,Male,Not stated,Degree = No,0,27,27
WA,83,25-29 years,Male,Not stated,Degree = Yes,0,5,5
WA,83,25-29 years,Male,Yes Indigenous,Degree = No,37,110,147
WA,83,25-29 years,Male,Yes Indigenous,Degree = Yes,0,7,7
WA,83,30-34 years,Fema,Non-Indigenous,Degree = No,331,3622,3953
WA,83,30-34 years,Fema,Non-Indigenous,Degree = Yes,134,2798,2932
WA,83,30-34 years,Fema,Not stated,Degree = No,0,3,3
WA,83,30-34 years,Fema,Yes Indigenous,Degree = No,14,49,63
WA,83,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,15,15
WA,83,30-34 years,Male,Non-Indigenous,Degree = No,386,5698,6084
WA,83,30-34 years,Male,Non-Indigenous,Degree = Yes,112,2275,2387
WA,83,30-34 years,Male,Not stated,Degree = No,0,15,15
WA,83,30-34 years,Male,Not stated,Degree = Yes,0,3,3
WA,83,30-34 years,Male,Yes Indigenous,Degree = No,11,90,101
WA,83,35-39 years,Fema,Non-Indigenous,Degree = No,334,3472,3806
WA,83,35-39 years,Fema,Non-Indigenous,Degree = Yes,126,2344,2470
WA,83,35-39 years,Fema,Not stated,Degree = No,0,11,11
WA,83,35-39 years,Fema,Yes Indigenous,Degree = No,13,46,59
WA,83,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,4,4
WA,83,35-39 years,Male,Non-Indigenous,Degree = No,308,5047,5355
WA,83,35-39 years,Male,Non-Indigenous,Degree = Yes,87,1999,2086
WA,83,35-39 years,Male,Not stated,Degree = No,0,20,20
WA,83,35-39 years,Male,Yes Indigenous,Degree = No,14,66,80
WA,83,35-39 years,Male,Yes Indigenous,Degree = Yes,0,6,6
WA,83,40-44 years,Fema,Non-Indigenous,Degree = No,320,4195,4515
WA,83,40-44 years,Fema,Non-Indigenous,Degree = Yes,124,2078,2202
WA,83,40-44 years,Fema,Not stated,Degree = No,4,21,25
WA,83,40-44 years,Fema,Yes Indigenous,Degree = No,11,55,66
WA,83,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,19,19
WA,83,40-44 years,Male,Non-Indigenous,Degree = No,317,5213,5530
WA,83,40-44 years,Male,Non-Indigenous,Degree = Yes,93,1688,1781
WA,83,40-44 years,Male,Not stated,Degree = No,0,41,41
WA,83,40-44 years,Male,Not stated,Degree = Yes,0,4,4
WA,83,40-44 years,Male,Yes Indigenous,Degree = No,17,65,82
WA,83,45-49 years,Fema,Non-Indigenous,Degree = No,329,4683,5012
WA,83,45-49 years,Fema,Non-Indigenous,Degree = Yes,81,1711,1792
WA,83,45-49 years,Fema,Not stated,Degree = No,4,25,29
WA,83,45-49 years,Fema,Yes Indigenous,Degree = No,7,63,70
WA,83,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,29,29
WA,83,45-49 years,Male,Non-Indigenous,Degree = No,348,5522,5870
WA,83,45-49 years,Male,Non-Indigenous,Degree = Yes,77,1432,1509
WA,83,45-49 years,Male,Not stated,Degree = No,0,21,21
WA,83,45-49 years,Male,Not stated,Degree = Yes,0,6,6
WA,83,45-49 years,Male,Yes Indigenous,Degree = No,5,82,87
WA,83,45-49 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,83,50-54 years,Fema,Non-Indigenous,Degree = No,238,4613,4851
WA,83,50-54 years,Fema,Non-Indigenous,Degree = Yes,61,1333,1394
WA,83,50-54 years,Fema,Not stated,Degree = No,0,16,16
WA,83,50-54 years,Fema,Yes Indigenous,Degree = No,12,36,48
WA,83,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,7,7
WA,83,50-54 years,Male,Non-Indigenous,Degree = No,330,5297,5627
WA,83,50-54 years,Male,Non-Indigenous,Degree = Yes,72,1112,1184
WA,83,50-54 years,Male,Not stated,Degree = No,0,17,17
WA,83,50-54 years,Male,Not stated,Degree = Yes,0,4,4
WA,83,50-54 years,Male,Yes Indigenous,Degree = No,23,53,76
WA,83,55-59 years,Fema,Non-Indigenous,Degree = No,247,3815,4062
WA,83,55-59 years,Fema,Non-Indigenous,Degree = Yes,35,1045,1080
WA,83,55-59 years,Fema,Not stated,Degree = No,0,21,21
WA,83,55-59 years,Fema,Yes Indigenous,Degree = No,0,27,27
WA,83,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
WA,83,55-59 years,Male,Non-Indigenous,Degree = No,339,4488,4827
WA,83,55-59 years,Male,Non-Indigenous,Degree = Yes,59,860,919
WA,83,55-59 years,Male,Not stated,Degree = No,0,32,32
WA,83,55-59 years,Male,Yes Indigenous,Degree = No,9,38,47
WA,83,60-64 years,Fema,Non-Indigenous,Degree = No,136,2559,2695
WA,83,60-64 years,Fema,Non-Indigenous,Degree = Yes,21,692,713
WA,83,60-64 years,Fema,Not stated,Degree = No,0,13,13
WA,83,60-64 years,Fema,Not stated,Degree = Yes,0,3,3
WA,83,60-64 years,Fema,Yes Indigenous,Degree = No,0,18,18
WA,83,60-64 years,Male,Non-Indigenous,Degree = No,291,3210,3501
WA,83,60-64 years,Male,Non-Indigenous,Degree = Yes,59,630,689
WA,83,60-64 years,Male,Not stated,Degree = No,0,20,20
WA,83,60-64 years,Male,Not stated,Degree = Yes,0,3,3
WA,83,60-64 years,Male,Yes Indigenous,Degree = No,9,19,28
WA,84,25-29 years,Fema,Non-Indigenous,Degree = No,663,7923,8586
WA,84,25-29 years,Fema,Non-Indigenous,Degree = Yes,310,6413,6723
WA,84,25-29 years,Fema,Not stated,Degree = No,3,20,23
WA,84,25-29 years,Fema,Not stated,Degree = Yes,0,10,10
WA,84,25-29 years,Fema,Yes Indigenous,Degree = No,12,96,108
WA,84,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
WA,84,25-29 years,Male,Non-Indigenous,Degree = No,1052,11309,12361
WA,84,25-29 years,Male,Non-Indigenous,Degree = Yes,240,4013,4253
WA,84,25-29 years,Male,Not stated,Degree = No,0,47,47
WA,84,25-29 years,Male,Not stated,Degree = Yes,0,9,9
WA,84,25-29 years,Male,Yes Indigenous,Degree = No,32,127,159
WA,84,25-29 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,84,30-34 years,Fema,Non-Indigenous,Degree = No,634,7350,7984
WA,84,30-34 years,Fema,Non-Indigenous,Degree = Yes,322,7039,7361
WA,84,30-34 years,Fema,Not stated,Degree = No,9,32,41
WA,84,30-34 years,Fema,Not stated,Degree = Yes,0,13,13
WA,84,30-34 years,Fema,Yes Indigenous,Degree = No,16,68,84
WA,84,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
WA,84,30-34 years,Male,Non-Indigenous,Degree = No,830,11655,12485
WA,84,30-34 years,Male,Non-Indigenous,Degree = Yes,222,5590,5812
WA,84,30-34 years,Male,Not stated,Degree = No,4,41,45
WA,84,30-34 years,Male,Not stated,Degree = Yes,0,19,19
WA,84,30-34 years,Male,Yes Indigenous,Degree = No,20,97,117
WA,84,30-34 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,84,35-39 years,Fema,Non-Indigenous,Degree = No,662,6909,7571
WA,84,35-39 years,Fema,Non-Indigenous,Degree = Yes,337,6003,6340
WA,84,35-39 years,Fema,Not stated,Degree = No,0,16,16
WA,84,35-39 years,Fema,Not stated,Degree = Yes,0,17,17
WA,84,35-39 years,Fema,Yes Indigenous,Degree = No,0,48,48
WA,84,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,27,27
WA,84,35-39 years,Male,Non-Indigenous,Degree = No,674,10215,10889
WA,84,35-39 years,Male,Non-Indigenous,Degree = Yes,185,5140,5325
WA,84,35-39 years,Male,Not stated,Degree = No,0,21,21
WA,84,35-39 years,Male,Not stated,Degree = Yes,0,4,4
WA,84,35-39 years,Male,Yes Indigenous,Degree = No,23,73,96
WA,84,35-39 years,Male,Yes Indigenous,Degree = Yes,0,11,11
WA,84,40-44 years,Fema,Non-Indigenous,Degree = No,709,8503,9212
WA,84,40-44 years,Fema,Non-Indigenous,Degree = Yes,282,5348,5630
WA,84,40-44 years,Fema,Not stated,Degree = No,0,27,27
WA,84,40-44 years,Fema,Not stated,Degree = Yes,0,21,21
WA,84,40-44 years,Fema,Yes Indigenous,Degree = No,14,64,78
WA,84,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,26,26
WA,84,40-44 years,Male,Non-Indigenous,Degree = No,684,10733,11417
WA,84,40-44 years,Male,Non-Indigenous,Degree = Yes,224,4939,5163
WA,84,40-44 years,Male,Not stated,Degree = No,0,40,40
WA,84,40-44 years,Male,Not stated,Degree = Yes,0,11,11
WA,84,40-44 years,Male,Yes Indigenous,Degree = No,10,51,61
WA,84,40-44 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,84,45-49 years,Fema,Non-Indigenous,Degree = No,655,9838,10493
WA,84,45-49 years,Fema,Non-Indigenous,Degree = Yes,207,4622,4829
WA,84,45-49 years,Fema,Not stated,Degree = No,8,36,44
WA,84,45-49 years,Fema,Not stated,Degree = Yes,0,16,16
WA,84,45-49 years,Fema,Yes Indigenous,Degree = No,18,68,86
WA,84,45-49 years,Fema,Yes Indigenous,Degree = Yes,5,24,29
WA,84,45-49 years,Male,Non-Indigenous,Degree = No,715,11155,11870
WA,84,45-49 years,Male,Non-Indigenous,Degree = Yes,212,4201,4413
WA,84,45-49 years,Male,Not stated,Degree = No,5,64,69
WA,84,45-49 years,Male,Not stated,Degree = Yes,0,6,6
WA,84,45-49 years,Male,Yes Indigenous,Degree = No,7,54,61
WA,84,45-49 years,Male,Yes Indigenous,Degree = Yes,0,12,12
WA,84,50-54 years,Fema,Non-Indigenous,Degree = No,591,9424,10015
WA,84,50-54 years,Fema,Non-Indigenous,Degree = Yes,141,3453,3594
WA,84,50-54 years,Fema,Not stated,Degree = No,0,37,37
WA,84,50-54 years,Fema,Not stated,Degree = Yes,0,6,6
WA,84,50-54 years,Fema,Yes Indigenous,Degree = No,7,58,65
WA,84,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
WA,84,50-54 years,Male,Non-Indigenous,Degree = No,651,10263,10914
WA,84,50-54 years,Male,Non-Indigenous,Degree = Yes,181,3356,3537
WA,84,50-54 years,Male,Not stated,Degree = No,7,49,56
WA,84,50-54 years,Male,Not stated,Degree = Yes,0,12,12
WA,84,50-54 years,Male,Yes Indigenous,Degree = No,9,46,55
WA,84,50-54 years,Male,Yes Indigenous,Degree = Yes,0,13,13
WA,84,55-59 years,Fema,Non-Indigenous,Degree = No,460,8027,8487
WA,84,55-59 years,Fema,Non-Indigenous,Degree = Yes,97,2625,2722
WA,84,55-59 years,Fema,Not stated,Degree = No,5,41,46
WA,84,55-59 years,Fema,Not stated,Degree = Yes,0,6,6
WA,84,55-59 years,Fema,Yes Indigenous,Degree = No,0,47,47
WA,84,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
WA,84,55-59 years,Male,Non-Indigenous,Degree = No,639,8589,9228
WA,84,55-59 years,Male,Non-Indigenous,Degree = Yes,177,2671,2848
WA,84,55-59 years,Male,Not stated,Degree = No,0,57,57
WA,84,55-59 years,Male,Not stated,Degree = Yes,0,6,6
WA,84,55-59 years,Male,Yes Indigenous,Degree = No,3,52,55
WA,84,55-59 years,Male,Yes Indigenous,Degree = Yes,0,5,5
WA,84,60-64 years,Fema,Non-Indigenous,Degree = No,268,5357,5625
WA,84,60-64 years,Fema,Non-Indigenous,Degree = Yes,65,1578,1643
WA,84,60-64 years,Fema,Not stated,Degree = No,0,42,42
WA,84,60-64 years,Fema,Yes Indigenous,Degree = No,0,15,15
WA,84,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
WA,84,60-64 years,Male,Non-Indigenous,Degree = No,544,6197,6741
WA,84,60-64 years,Male,Non-Indigenous,Degree = Yes,133,1687,1820
WA,84,60-64 years,Male,Not stated,Degree = No,0,32,32
WA,84,60-64 years,Male,Not stated,Degree = Yes,0,4,4
WA,84,60-64 years,Male,Yes Indigenous,Degree = No,0,30,30
WA,85,25-29 years,Fema,Non-Indigenous,Degree = No,770,6952,7722
WA,85,25-29 years,Fema,Non-Indigenous,Degree = Yes,524,6014,6538
WA,85,25-29 years,Fema,Not stated,Degree = No,0,19,19
WA,85,25-29 years,Fema,Not stated,Degree = Yes,0,6,6
WA,85,25-29 years,Fema,Yes Indigenous,Degree = No,28,127,155
WA,85,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
WA,85,25-29 years,Male,Non-Indigenous,Degree = No,1129,10662,11791
WA,85,25-29 years,Male,Non-Indigenous,Degree = Yes,323,4608,4931
WA,85,25-29 years,Male,Not stated,Degree = No,0,26,26
WA,85,25-29 years,Male,Not stated,Degree = Yes,0,5,5
WA,85,25-29 years,Male,Yes Indigenous,Degree = No,53,175,228
WA,85,25-29 years,Male,Yes Indigenous,Degree = Yes,0,7,7
WA,85,30-34 years,Fema,Non-Indigenous,Degree = No,665,6470,7135
WA,85,30-34 years,Fema,Non-Indigenous,Degree = Yes,481,6515,6996
WA,85,30-34 years,Fema,Not stated,Degree = No,0,15,15
WA,85,30-34 years,Fema,Not stated,Degree = Yes,0,7,7
WA,85,30-34 years,Fema,Yes Indigenous,Degree = No,29,117,146
WA,85,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
WA,85,30-34 years,Male,Non-Indigenous,Degree = No,834,10763,11597
WA,85,30-34 years,Male,Non-Indigenous,Degree = Yes,336,6087,6423
WA,85,30-34 years,Male,Not stated,Degree = No,14,34,48
WA,85,30-34 years,Male,Not stated,Degree = Yes,0,5,5
WA,85,30-34 years,Male,Yes Indigenous,Degree = No,30,143,173
WA,85,30-34 years,Male,Yes Indigenous,Degree = Yes,0,9,9
WA,85,35-39 years,Fema,Non-Indigenous,Degree = No,613,5910,6523
WA,85,35-39 years,Fema,Non-Indigenous,Degree = Yes,404,5066,5470
WA,85,35-39 years,Fema,Not stated,Degree = No,5,9,14
WA,85,35-39 years,Fema,Not stated,Degree = Yes,0,7,7
WA,85,35-39 years,Fema,Yes Indigenous,Degree = No,11,100,111
WA,85,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
WA,85,35-39 years,Male,Non-Indigenous,Degree = No,732,9273,10005
WA,85,35-39 years,Male,Non-Indigenous,Degree = Yes,279,5304,5583
WA,85,35-39 years,Male,Not stated,Degree = No,3,11,14
WA,85,35-39 years,Male,Not stated,Degree = Yes,0,13,13
WA,85,35-39 years,Male,Yes Indigenous,Degree = No,25,95,120
WA,85,35-39 years,Male,Yes Indigenous,Degree = Yes,0,9,9
WA,85,40-44 years,Fema,Non-Indigenous,Degree = No,640,6713,7353
WA,85,40-44 years,Fema,Non-Indigenous,Degree = Yes,285,4094,4379
WA,85,40-44 years,Fema,Not stated,Degree = No,4,22,26
WA,85,40-44 years,Fema,Not stated,Degree = Yes,0,4,4
WA,85,40-44 years,Fema,Yes Indigenous,Degree = No,20,85,105
WA,85,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,17,17
WA,85,40-44 years,Male,Non-Indigenous,Degree = No,670,8846,9516
WA,85,40-44 years,Male,Non-Indigenous,Degree = Yes,257,4032,4289
WA,85,40-44 years,Male,Not stated,Degree = No,3,27,30
WA,85,40-44 years,Male,Not stated,Degree = Yes,0,3,3
WA,85,40-44 years,Male,Yes Indigenous,Degree = No,28,103,131
WA,85,40-44 years,Male,Yes Indigenous,Degree = Yes,0,15,15
WA,85,45-49 years,Fema,Non-Indigenous,Degree = No,578,7641,8219
WA,85,45-49 years,Fema,Non-Indigenous,Degree = Yes,207,3317,3524
WA,85,45-49 years,Fema,Not stated,Degree = No,0,20,20
WA,85,45-49 years,Fema,Not stated,Degree = Yes,0,8,8
WA,85,45-49 years,Fema,Yes Indigenous,Degree = No,8,98,106
WA,85,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,24,24
WA,85,45-49 years,Male,Non-Indigenous,Degree = No,720,8998,9718
WA,85,45-49 years,Male,Non-Indigenous,Degree = Yes,209,3361,3570
WA,85,45-49 years,Male,Not stated,Degree = No,9,45,54
WA,85,45-49 years,Male,Not stated,Degree = Yes,0,6,6
WA,85,45-49 years,Male,Yes Indigenous,Degree = No,17,96,113
WA,85,45-49 years,Male,Yes Indigenous,Degree = Yes,0,4,4
WA,85,50-54 years,Fema,Non-Indigenous,Degree = No,527,7396,7923
WA,85,50-54 years,Fema,Non-Indigenous,Degree = Yes,116,2629,2745
WA,85,50-54 years,Fema,Not stated,Degree = No,0,35,35
WA,85,50-54 years,Fema,Not stated,Degree = Yes,0,5,5
WA,85,50-54 years,Fema,Yes Indigenous,Degree = No,9,80,89
WA,85,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,24,24
WA,85,50-54 years,Male,Non-Indigenous,Degree = No,626,8704,9330
WA,85,50-54 years,Male,Non-Indigenous,Degree = Yes,186,2578,2764
WA,85,50-54 years,Male,Not stated,Degree = No,0,50,50
WA,85,50-54 years,Male,Not stated,Degree = Yes,0,6,6
WA,85,50-54 years,Male,Yes Indigenous,Degree = No,12,98,110
WA,85,50-54 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,85,55-59 years,Fema,Non-Indigenous,Degree = No,419,6629,7048
WA,85,55-59 years,Fema,Non-Indigenous,Degree = Yes,96,1975,2071
WA,85,55-59 years,Fema,Not stated,Degree = No,0,32,32
WA,85,55-59 years,Fema,Not stated,Degree = Yes,0,4,4
WA,85,55-59 years,Fema,Yes Indigenous,Degree = No,7,40,47
WA,85,55-59 years,Fema,Yes Indigenous,Degree = Yes,3,23,26
WA,85,55-59 years,Male,Non-Indigenous,Degree = No,602,7355,7957
WA,85,55-59 years,Male,Non-Indigenous,Degree = Yes,170,2005,2175
WA,85,55-59 years,Male,Not stated,Degree = No,7,34,41
WA,85,55-59 years,Male,Not stated,Degree = Yes,4,3,7
WA,85,55-59 years,Male,Yes Indigenous,Degree = No,0,73,73
WA,85,55-59 years,Male,Yes Indigenous,Degree = Yes,0,12,12
WA,85,60-64 years,Fema,Non-Indigenous,Degree = No,241,4640,4881
WA,85,60-64 years,Fema,Non-Indigenous,Degree = Yes,64,1280,1344
WA,85,60-64 years,Fema,Not stated,Degree = No,0,35,35
WA,85,60-64 years,Fema,Not stated,Degree = Yes,0,9,9
WA,85,60-64 years,Fema,Yes Indigenous,Degree = No,0,37,37
WA,85,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,14,14
WA,85,60-64 years,Male,Non-Indigenous,Degree = No,574,5589,6163
WA,85,60-64 years,Male,Non-Indigenous,Degree = Yes,136,1346,1482
WA,85,60-64 years,Male,Not stated,Degree = No,0,42,42
WA,85,60-64 years,Male,Not stated,Degree = Yes,0,5,5
WA,85,60-64 years,Male,Yes Indigenous,Degree = No,4,52,56
WA,85,60-64 years,Male,Yes Indigenous,Degree = Yes,0,10,10
WA,86,25-29 years,Fema,Non-Indigenous,Degree = No,610,5511,6121
WA,86,25-29 years,Fema,Non-Indigenous,Degree = Yes,191,4212,4403
WA,86,25-29 years,Fema,Not stated,Degree = No,0,17,17
WA,86,25-29 years,Fema,Not stated,Degree = Yes,0,12,12
WA,86,25-29 years,Fema,Yes Indigenous,Degree = No,18,99,117
WA,86,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
WA,86,25-29 years,Male,Non-Indigenous,Degree = No,786,7905,8691
WA,86,25-29 years,Male,Non-Indigenous,Degree = Yes,168,2622,2790
WA,86,25-29 years,Male,Not stated,Degree = No,7,26,33
WA,86,25-29 years,Male,Not stated,Degree = Yes,0,9,9
WA,86,25-29 years,Male,Yes Indigenous,Degree = No,30,137,167
WA,86,25-29 years,Male,Yes Indigenous,Degree = Yes,0,8,8
WA,86,30-34 years,Fema,Non-Indigenous,Degree = No,560,5200,5760
WA,86,30-34 years,Fema,Non-Indigenous,Degree = Yes,252,4730,4982
WA,86,30-34 years,Fema,Not stated,Degree = No,4,17,21
WA,86,30-34 years,Fema,Not stated,Degree = Yes,0,10,10
WA,86,30-34 years,Fema,Yes Indigenous,Degree = No,16,62,78
WA,86,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,15,15
WA,86,30-34 years,Male,Non-Indigenous,Degree = No,662,8207,8869
WA,86,30-34 years,Male,Non-Indigenous,Degree = Yes,128,3584,3712
WA,86,30-34 years,Male,Not stated,Degree = No,0,29,29
WA,86,30-34 years,Male,Not stated,Degree = Yes,0,7,7
WA,86,30-34 years,Male,Yes Indigenous,Degree = No,18,109,127
WA,86,30-34 years,Male,Yes Indigenous,Degree = Yes,0,9,9
WA,86,35-39 years,Fema,Non-Indigenous,Degree = No,493,5002,5495
WA,86,35-39 years,Fema,Non-Indigenous,Degree = Yes,230,4265,4495
WA,86,35-39 years,Fema,Not stated,Degree = No,0,9,9
WA,86,35-39 years,Fema,Not stated,Degree = Yes,0,9,9
WA,86,35-39 years,Fema,Yes Indigenous,Degree = No,11,62,73
WA,86,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
WA,86,35-39 years,Male,Non-Indigenous,Degree = No,561,7595,8156
WA,86,35-39 years,Male,Non-Indigenous,Degree = Yes,131,3688,3819
WA,86,35-39 years,Male,Not stated,Degree = No,3,19,22
WA,86,35-39 years,Male,Not stated,Degree = Yes,0,4,4
WA,86,35-39 years,Male,Yes Indigenous,Degree = No,25,80,105
WA,86,35-39 years,Male,Yes Indigenous,Degree = Yes,0,7,7
WA,86,40-44 years,Fema,Non-Indigenous,Degree = No,556,6038,6594
WA,86,40-44 years,Fema,Non-Indigenous,Degree = Yes,210,3843,4053
WA,86,40-44 years,Fema,Not stated,Degree = No,0,32,32
WA,86,40-44 years,Fema,Not stated,Degree = Yes,0,6,6
WA,86,40-44 years,Fema,Yes Indigenous,Degree = No,7,72,79
WA,86,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,18,18
WA,86,40-44 years,Male,Non-Indigenous,Degree = No,596,7933,8529
WA,86,40-44 years,Male,Non-Indigenous,Degree = Yes,118,3248,3366
WA,86,40-44 years,Male,Not stated,Degree = No,0,48,48
WA,86,40-44 years,Male,Not stated,Degree = Yes,0,4,4
WA,86,40-44 years,Male,Yes Indigenous,Degree = No,17,64,81
WA,86,40-44 years,Male,Yes Indigenous,Degree = Yes,0,19,19
WA,86,45-49 years,Fema,Non-Indigenous,Degree = No,531,6930,7461
WA,86,45-49 years,Fema,Non-Indigenous,Degree = Yes,162,3430,3592
WA,86,45-49 years,Fema,Not stated,Degree = No,0,36,36
WA,86,45-49 years,Fema,Not stated,Degree = Yes,0,13,13
WA,86,45-49 years,Fema,Yes Indigenous,Degree = No,8,69,77
WA,86,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
WA,86,45-49 years,Male,Non-Indigenous,Degree = No,620,8080,8700
WA,86,45-49 years,Male,Non-Indigenous,Degree = Yes,153,2935,3088
WA,86,45-49 years,Male,Not stated,Degree = No,9,45,54
WA,86,45-49 years,Male,Not stated,Degree = Yes,0,13,13
WA,86,45-49 years,Male,Yes Indigenous,Degree = No,20,72,92
WA,86,45-49 years,Male,Yes Indigenous,Degree = Yes,0,13,13
WA,86,50-54 years,Fema,Non-Indigenous,Degree = No,444,6763,7207
WA,86,50-54 years,Fema,Non-Indigenous,Degree = Yes,108,2762,2870
WA,86,50-54 years,Fema,Not stated,Degree = No,0,18,18
WA,86,50-54 years,Fema,Not stated,Degree = Yes,0,11,11
WA,86,50-54 years,Fema,Yes Indigenous,Degree = No,3,65,68
WA,86,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,18,18
WA,86,50-54 years,Male,Non-Indigenous,Degree = No,595,7634,8229
WA,86,50-54 years,Male,Non-Indigenous,Degree = Yes,145,2401,2546
WA,86,50-54 years,Male,Not stated,Degree = No,0,42,42
WA,86,50-54 years,Male,Not stated,Degree = Yes,0,7,7
WA,86,50-54 years,Male,Yes Indigenous,Degree = No,10,64,74
WA,86,50-54 years,Male,Yes Indigenous,Degree = Yes,0,4,4
WA,86,55-59 years,Fema,Non-Indigenous,Degree = No,303,5504,5807
WA,86,55-59 years,Fema,Non-Indigenous,Degree = Yes,65,2133,2198
WA,86,55-59 years,Fema,Not stated,Degree = No,0,27,27
WA,86,55-59 years,Fema,Yes Indigenous,Degree = No,6,53,59
WA,86,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,17,17
WA,86,55-59 years,Male,Non-Indigenous,Degree = No,527,6357,6884
WA,86,55-59 years,Male,Non-Indigenous,Degree = Yes,150,1981,2131
WA,86,55-59 years,Male,Not stated,Degree = No,3,30,33
WA,86,55-59 years,Male,Not stated,Degree = Yes,0,14,14
WA,86,55-59 years,Male,Yes Indigenous,Degree = No,3,49,52
WA,86,55-59 years,Male,Yes Indigenous,Degree = Yes,0,9,9
WA,86,60-64 years,Fema,Non-Indigenous,Degree = No,206,3613,3819
WA,86,60-64 years,Fema,Non-Indigenous,Degree = Yes,66,1293,1359
WA,86,60-64 years,Fema,Not stated,Degree = No,0,13,13
WA,86,60-64 years,Fema,Yes Indigenous,Degree = No,0,9,9
WA,86,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
WA,86,60-64 years,Male,Non-Indigenous,Degree = No,420,4326,4746
WA,86,60-64 years,Male,Non-Indigenous,Degree = Yes,125,1364,1489
WA,86,60-64 years,Male,Not stated,Degree = No,6,19,25
WA,86,60-64 years,Male,Not stated,Degree = Yes,0,3,3
WA,86,60-64 years,Male,Yes Indigenous,Degree = No,5,19,24
WA,87,25-29 years,Fema,Non-Indigenous,Degree = No,78,1308,1386
WA,87,25-29 years,Fema,Non-Indigenous,Degree = Yes,7,587,594
WA,87,25-29 years,Fema,Not stated,Degree = No,0,11,11
WA,87,25-29 years,Fema,Yes Indigenous,Degree = No,9,41,50
WA,87,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
WA,87,25-29 years,Male,Non-Indigenous,Degree = No,153,2115,2268
WA,87,25-29 years,Male,Non-Indigenous,Degree = Yes,4,268,272
