state,sa4_code,Age,Sex,Indig,Educ,LFS_Status,Count
SA,76,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,11
SA,76,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,9
SA,76,45-49 years,Male,Non-Indigenous,Degree = No,employed,1840
SA,76,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,102
SA,76,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,208
SA,76,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,7
SA,76,45-49 years,Male,Not stated,Degree = No,employed,20
SA,76,45-49 years,Male,Yes Indigenous,Degree = No,employed,88
SA,76,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,32
SA,76,50-54 years,Fema,Non-Indigenous,Degree = No,employed,1521
SA,76,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,76
SA,76,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,245
SA,76,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,3
SA,76,50-54 years,Fema,Not stated,Degree = No,employed,6
SA,76,50-54 years,Fema,Yes Indigenous,Degree = No,employed,73
SA,76,50-54 years,Fema,Yes Indigenous,Degree = No,unemployed,9
SA,76,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,3
SA,76,50-54 years,Male,Non-Indigenous,Degree = No,employed,1886
SA,76,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,158
SA,76,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,154
SA,76,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,5
SA,76,50-54 years,Male,Not stated,Degree = No,employed,8
SA,76,50-54 years,Male,Yes Indigenous,Degree = No,employed,82
SA,76,50-54 years,Male,Yes Indigenous,Degree = No,unemployed,21
SA,76,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,4
SA,76,55-59 years,Fema,Non-Indigenous,Degree = No,employed,1386
SA,76,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,56
SA,76,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,271
SA,76,55-59 years,Fema,Not stated,Degree = No,employed,7
SA,76,55-59 years,Fema,Yes Indigenous,Degree = No,employed,57
SA,76,55-59 years,Fema,Yes Indigenous,Degree = No,unemployed,8
SA,76,55-59 years,Fema,Yes Indigenous,Degree = Yes,employed,3
SA,76,55-59 years,Male,Non-Indigenous,Degree = No,employed,1812
SA,76,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,149
SA,76,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,125
SA,76,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,8
SA,76,55-59 years,Male,Not stated,Degree = No,employed,8
SA,76,55-59 years,Male,Yes Indigenous,Degree = No,employed,59
SA,76,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,12
SA,76,60-64 years,Fema,Non-Indigenous,Degree = No,employed,857
SA,76,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,45
SA,76,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,169
SA,76,60-64 years,Fema,Not stated,Degree = No,employed,9
SA,76,60-64 years,Fema,Yes Indigenous,Degree = No,employed,27
SA,76,60-64 years,Fema,Yes Indigenous,Degree = No,unemployed,4
SA,76,60-64 years,Fema,Yes Indigenous,Degree = Yes,employed,3
SA,76,60-64 years,Male,Non-Indigenous,Degree = No,employed,1215
SA,76,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,130
SA,76,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,122
SA,76,60-64 years,Male,Not stated,Degree = No,employed,8
SA,76,60-64 years,Male,Yes Indigenous,Degree = No,employed,25
SA,76,60-64 years,Male,Yes Indigenous,Degree = No,unemployed,8
SA,76,60-64 years,Male,Yes Indigenous,Degree = Yes,employed,5
SA,77,25-29 years,Fema,Non-Indigenous,Degree = No,employed,1963
SA,77,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,141
SA,77,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,747
SA,77,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,16
SA,77,25-29 years,Fema,Not stated,Degree = No,employed,14
SA,77,25-29 years,Fema,Not stated,Degree = No,unemployed,3
SA,77,25-29 years,Fema,Yes Indigenous,Degree = No,employed,48
SA,77,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,8
SA,77,25-29 years,Male,Non-Indigenous,Degree = No,employed,3039
SA,77,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,257
SA,77,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,352
SA,77,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,5
SA,77,25-29 years,Male,Not stated,Degree = No,employed,19
SA,77,25-29 years,Male,Not stated,Degree = No,unemployed,3
SA,77,25-29 years,Male,Yes Indigenous,Degree = No,employed,52
SA,77,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,17
SA,77,30-34 years,Fema,Non-Indigenous,Degree = No,employed,2148
SA,77,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,136
SA,77,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,841
SA,77,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,27
SA,77,30-34 years,Fema,Not stated,Degree = No,employed,17
SA,77,30-34 years,Fema,Not stated,Degree = Yes,employed,8
SA,77,30-34 years,Fema,Yes Indigenous,Degree = No,employed,47
SA,77,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,3
SA,77,30-34 years,Male,Non-Indigenous,Degree = No,employed,3011
SA,77,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,218
SA,77,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,403
SA,77,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,6
SA,77,30-34 years,Male,Not stated,Degree = No,employed,26
SA,77,30-34 years,Male,Not stated,Degree = No,unemployed,3
SA,77,30-34 years,Male,Yes Indigenous,Degree = No,employed,47
SA,77,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,20
SA,77,35-39 years,Fema,Non-Indigenous,Degree = No,employed,2245
SA,77,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,149
SA,77,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,852
SA,77,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,12
SA,77,35-39 years,Fema,Not stated,Degree = No,employed,8
SA,77,35-39 years,Fema,Yes Indigenous,Degree = No,employed,30
SA,77,35-39 years,Fema,Yes Indigenous,Degree = No,unemployed,12
SA,77,35-39 years,Male,Non-Indigenous,Degree = No,employed,3028
SA,77,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,180
SA,77,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,440
SA,77,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,7
SA,77,35-39 years,Male,Not stated,Degree = No,employed,10
SA,77,35-39 years,Male,Yes Indigenous,Degree = No,employed,51
SA,77,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,8
SA,77,40-44 years,Fema,Non-Indigenous,Degree = No,employed,2943
SA,77,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,162
SA,77,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,813
SA,77,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,20
SA,77,40-44 years,Fema,Not stated,Degree = No,employed,31
SA,77,40-44 years,Fema,Yes Indigenous,Degree = No,employed,48
SA,77,40-44 years,Fema,Yes Indigenous,Degree = No,unemployed,7
SA,77,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,5
SA,77,40-44 years,Male,Non-Indigenous,Degree = No,employed,3557
SA,77,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,199
SA,77,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,441
SA,77,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,13
SA,77,40-44 years,Male,Not stated,Degree = No,employed,26
SA,77,40-44 years,Male,Yes Indigenous,Degree = No,employed,52
SA,77,40-44 years,Male,Yes Indigenous,Degree = No,unemployed,5
SA,77,40-44 years,Male,Yes Indigenous,Degree = Yes,employed,3
SA,77,45-49 years,Fema,Non-Indigenous,Degree = No,employed,3617
SA,77,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,180
SA,77,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,751
SA,77,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,16
SA,77,45-49 years,Fema,Not stated,Degree = No,employed,39
SA,77,45-49 years,Fema,Not stated,Degree = No,unemployed,3
SA,77,45-49 years,Fema,Not stated,Degree = Yes,employed,4
SA,77,45-49 years,Fema,Yes Indigenous,Degree = No,employed,51
SA,77,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,4
SA,77,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,12
SA,77,45-49 years,Male,Non-Indigenous,Degree = No,employed,4112
SA,77,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,213
SA,77,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,447
SA,77,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,9
SA,77,45-49 years,Male,Not stated,Degree = No,employed,48
SA,77,45-49 years,Male,Not stated,Degree = Yes,employed,4
SA,77,45-49 years,Male,Yes Indigenous,Degree = No,employed,52
SA,77,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,8
SA,77,50-54 years,Fema,Non-Indigenous,Degree = No,employed,3829
SA,77,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,162
SA,77,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,649
SA,77,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,23
SA,77,50-54 years,Fema,Not stated,Degree = No,employed,28
SA,77,50-54 years,Fema,Not stated,Degree = Yes,employed,4
SA,77,50-54 years,Fema,Yes Indigenous,Degree = No,employed,54
SA,77,50-54 years,Fema,Yes Indigenous,Degree = No,unemployed,4
SA,77,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,10
SA,77,50-54 years,Male,Non-Indigenous,Degree = No,employed,4262
SA,77,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,258
SA,77,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,347
SA,77,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,3
SA,77,50-54 years,Male,Not stated,Degree = No,employed,33
SA,77,50-54 years,Male,Yes Indigenous,Degree = No,employed,59
SA,77,50-54 years,Male,Yes Indigenous,Degree = No,unemployed,6
SA,77,50-54 years,Male,Yes Indigenous,Degree = Yes,employed,5
SA,77,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3549
SA,77,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,164
SA,77,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,659
SA,77,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,17
SA,77,55-59 years,Fema,Not stated,Degree = No,employed,25
SA,77,55-59 years,Fema,Not stated,Degree = No,unemployed,4
SA,77,55-59 years,Fema,Yes Indigenous,Degree = No,employed,32
SA,77,55-59 years,Fema,Yes Indigenous,Degree = No,unemployed,3
SA,77,55-59 years,Fema,Yes Indigenous,Degree = Yes,employed,10
SA,77,55-59 years,Male,Non-Indigenous,Degree = No,employed,4136
SA,77,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,221
SA,77,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,367
SA,77,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,21
SA,77,55-59 years,Male,Not stated,Degree = No,employed,35
SA,77,55-59 years,Male,Not stated,Degree = Yes,employed,5
SA,77,55-59 years,Male,Yes Indigenous,Degree = No,employed,44
SA,77,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,3
SA,77,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2474
SA,77,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,88
SA,77,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,497
SA,77,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,21
SA,77,60-64 years,Fema,Not stated,Degree = No,employed,26
SA,77,60-64 years,Fema,Yes Indigenous,Degree = No,employed,23
SA,77,60-64 years,Male,Non-Indigenous,Degree = No,employed,3345
SA,77,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,219
SA,77,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,388
SA,77,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,20
SA,77,60-64 years,Male,Not stated,Degree = No,employed,26
SA,77,60-64 years,Male,Yes Indigenous,Degree = No,employed,19
SA,77,60-64 years,Male,Yes Indigenous,Degree = No,unemployed,3
SA,79,25-29 years,Fema,Non-Indigenous,Degree = No,employed,39
SA,79,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,3
SA,79,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,26
SA,79,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,3
SA,79,25-29 years,Male,Non-Indigenous,Degree = No,employed,57
SA,79,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,20
SA,79,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,20
SA,79,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,3
SA,79,25-29 years,Male,Yes Indigenous,Degree = No,employed,4
SA,79,30-34 years,Fema,Non-Indigenous,Degree = No,employed,4
SA,79,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,3
SA,79,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,14
SA,79,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,6
SA,79,30-34 years,Male,Non-Indigenous,Degree = No,employed,48
SA,79,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,12
SA,79,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,16
SA,79,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,3
SA,79,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,7
SA,79,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,11
SA,79,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,7
SA,79,35-39 years,Male,Non-Indigenous,Degree = No,employed,22
SA,79,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,15
SA,79,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,12
SA,79,40-44 years,Fema,Non-Indigenous,Degree = No,employed,8
SA,79,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,3
SA,79,40-44 years,Male,Non-Indigenous,Degree = No,employed,40
SA,79,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,9
SA,79,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,3
SA,79,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,3
SA,79,40-44 years,Male,Yes Indigenous,Degree = No,unemployed,4
SA,79,45-49 years,Fema,Non-Indigenous,Degree = No,employed,27
SA,79,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,4
SA,79,45-49 years,Male,Non-Indigenous,Degree = No,employed,37
SA,79,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,17
SA,79,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,4
SA,79,50-54 years,Fema,Non-Indigenous,Degree = No,employed,15
SA,79,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,12
SA,79,50-54 years,Male,Non-Indigenous,Degree = No,employed,24
SA,79,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,8
SA,79,55-59 years,Fema,Non-Indigenous,Degree = No,employed,14
SA,79,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,8
SA,79,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,3
SA,79,55-59 years,Male,Non-Indigenous,Degree = No,employed,31
SA,79,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,8
SA,79,60-64 years,Fema,Non-Indigenous,Degree = No,employed,3
SA,79,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,3
SA,79,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,4
SA,79,60-64 years,Male,Non-Indigenous,Degree = No,employed,16
SA,79,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,4
WA,80,25-29 years,Fema,Non-Indigenous,Degree = No,employed,2089
WA,80,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,200
WA,80,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,773
WA,80,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,30
WA,80,25-29 years,Fema,Not stated,Degree = No,employed,8
WA,80,25-29 years,Fema,Yes Indigenous,Degree = No,employed,41
WA,80,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,13
WA,80,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,8
WA,80,25-29 years,Male,Non-Indigenous,Degree = No,employed,2972
WA,80,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,246
WA,80,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,423
WA,80,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,19
WA,80,25-29 years,Male,Not stated,Degree = No,employed,26
WA,80,25-29 years,Male,Yes Indigenous,Degree = No,employed,55
WA,80,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,18
WA,80,25-29 years,Male,Yes Indigenous,Degree = Yes,employed,4
WA,80,30-34 years,Fema,Non-Indigenous,Degree = No,employed,2276
WA,80,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,236
WA,80,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,1113
WA,80,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,38
WA,80,30-34 years,Fema,Not stated,Degree = No,employed,8
WA,80,30-34 years,Fema,Not stated,Degree = Yes,employed,3
WA,80,30-34 years,Fema,Yes Indigenous,Degree = No,employed,36
WA,80,30-34 years,Fema,Yes Indigenous,Degree = No,unemployed,14
WA,80,30-34 years,Fema,Yes Indigenous,Degree = Yes,employed,5
WA,80,30-34 years,Male,Non-Indigenous,Degree = No,employed,3336
WA,80,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,253
WA,80,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,564
WA,80,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,12
WA,80,30-34 years,Male,Not stated,Degree = No,employed,19
WA,80,30-34 years,Male,Not stated,Degree = No,unemployed,4
WA,80,30-34 years,Male,Yes Indigenous,Degree = No,employed,47
WA,80,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,9
WA,80,30-34 years,Male,Yes Indigenous,Degree = Yes,employed,3
WA,80,35-39 years,Fema,Non-Indigenous,Degree = No,employed,2433
WA,80,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,192
WA,80,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,1173
WA,80,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,35
WA,80,35-39 years,Fema,Not stated,Degree = No,employed,20
WA,80,35-39 years,Fema,Not stated,Degree = Yes,employed,3
WA,80,35-39 years,Fema,Yes Indigenous,Degree = No,employed,46
WA,80,35-39 years,Fema,Yes Indigenous,Degree = No,unemployed,3
WA,80,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,10
WA,80,35-39 years,Male,Non-Indigenous,Degree = No,employed,3553
WA,80,35-39 years,Male,Non-Indigenous,Degree = No,unemployed,250
WA,80,35-39 years,Male,Non-Indigenous,Degree = Yes,employed,679
WA,80,35-39 years,Male,Non-Indigenous,Degree = Yes,unemployed,13
WA,80,35-39 years,Male,Not stated,Degree = No,employed,13
WA,80,35-39 years,Male,Not stated,Degree = No,unemployed,5
WA,80,35-39 years,Male,Yes Indigenous,Degree = No,employed,50
WA,80,35-39 years,Male,Yes Indigenous,Degree = No,unemployed,9
WA,80,40-44 years,Fema,Non-Indigenous,Degree = No,employed,3032
WA,80,40-44 years,Fema,Non-Indigenous,Degree = No,unemployed,209
WA,80,40-44 years,Fema,Non-Indigenous,Degree = Yes,employed,1255
WA,80,40-44 years,Fema,Non-Indigenous,Degree = Yes,unemployed,46
WA,80,40-44 years,Fema,Not stated,Degree = No,employed,23
WA,80,40-44 years,Fema,Not stated,Degree = No,unemployed,3
WA,80,40-44 years,Fema,Yes Indigenous,Degree = No,employed,54
WA,80,40-44 years,Fema,Yes Indigenous,Degree = No,unemployed,24
WA,80,40-44 years,Fema,Yes Indigenous,Degree = Yes,employed,4
WA,80,40-44 years,Male,Non-Indigenous,Degree = No,employed,3761
WA,80,40-44 years,Male,Non-Indigenous,Degree = No,unemployed,239
WA,80,40-44 years,Male,Non-Indigenous,Degree = Yes,employed,805
WA,80,40-44 years,Male,Non-Indigenous,Degree = Yes,unemployed,12
WA,80,40-44 years,Male,Not stated,Degree = No,employed,17
WA,80,40-44 years,Male,Not stated,Degree = Yes,employed,5
WA,80,40-44 years,Male,Yes Indigenous,Degree = No,employed,54
WA,80,45-49 years,Fema,Non-Indigenous,Degree = No,employed,3536
WA,80,45-49 years,Fema,Non-Indigenous,Degree = No,unemployed,209
WA,80,45-49 years,Fema,Non-Indigenous,Degree = Yes,employed,1130
WA,80,45-49 years,Fema,Non-Indigenous,Degree = Yes,unemployed,28
WA,80,45-49 years,Fema,Not stated,Degree = No,employed,27
WA,80,45-49 years,Fema,Yes Indigenous,Degree = No,employed,41
WA,80,45-49 years,Fema,Yes Indigenous,Degree = No,unemployed,15
WA,80,45-49 years,Fema,Yes Indigenous,Degree = Yes,employed,8
WA,80,45-49 years,Male,Non-Indigenous,Degree = No,employed,4036
WA,80,45-49 years,Male,Non-Indigenous,Degree = No,unemployed,245
WA,80,45-49 years,Male,Non-Indigenous,Degree = Yes,employed,689
WA,80,45-49 years,Male,Non-Indigenous,Degree = Yes,unemployed,22
WA,80,45-49 years,Male,Not stated,Degree = No,employed,32
WA,80,45-49 years,Male,Not stated,Degree = Yes,employed,5
WA,80,45-49 years,Male,Yes Indigenous,Degree = No,employed,50
WA,80,45-49 years,Male,Yes Indigenous,Degree = No,unemployed,14
WA,80,45-49 years,Male,Yes Indigenous,Degree = Yes,employed,3
WA,80,50-54 years,Fema,Non-Indigenous,Degree = No,employed,3417
WA,80,50-54 years,Fema,Non-Indigenous,Degree = No,unemployed,191
WA,80,50-54 years,Fema,Non-Indigenous,Degree = Yes,employed,841
WA,80,50-54 years,Fema,Non-Indigenous,Degree = Yes,unemployed,21
WA,80,50-54 years,Fema,Not stated,Degree = No,employed,20
WA,80,50-54 years,Fema,Not stated,Degree = Yes,employed,7
WA,80,50-54 years,Fema,Yes Indigenous,Degree = No,employed,33
WA,80,50-54 years,Fema,Yes Indigenous,Degree = No,unemployed,5
WA,80,50-54 years,Fema,Yes Indigenous,Degree = Yes,employed,4
WA,80,50-54 years,Male,Non-Indigenous,Degree = No,employed,3999
WA,80,50-54 years,Male,Non-Indigenous,Degree = No,unemployed,250
WA,80,50-54 years,Male,Non-Indigenous,Degree = Yes,employed,554
WA,80,50-54 years,Male,Non-Indigenous,Degree = Yes,unemployed,23
WA,80,50-54 years,Male,Not stated,Degree = No,employed,30
WA,80,50-54 years,Male,Yes Indigenous,Degree = No,employed,35
WA,80,50-54 years,Male,Yes Indigenous,Degree = No,unemployed,9
WA,80,55-59 years,Fema,Non-Indigenous,Degree = No,employed,3074
WA,80,55-59 years,Fema,Non-Indigenous,Degree = No,unemployed,180
WA,80,55-59 years,Fema,Non-Indigenous,Degree = Yes,employed,794
WA,80,55-59 years,Fema,Non-Indigenous,Degree = Yes,unemployed,26
WA,80,55-59 years,Fema,Not stated,Degree = No,employed,32
WA,80,55-59 years,Fema,Yes Indigenous,Degree = No,employed,17
WA,80,55-59 years,Male,Non-Indigenous,Degree = No,employed,3560
WA,80,55-59 years,Male,Non-Indigenous,Degree = No,unemployed,263
WA,80,55-59 years,Male,Non-Indigenous,Degree = Yes,employed,598
WA,80,55-59 years,Male,Non-Indigenous,Degree = Yes,unemployed,16
WA,80,55-59 years,Male,Not stated,Degree = No,employed,26
WA,80,55-59 years,Male,Not stated,Degree = No,unemployed,4
WA,80,55-59 years,Male,Not stated,Degree = Yes,employed,3
WA,80,55-59 years,Male,Yes Indigenous,Degree = No,employed,25
WA,80,55-59 years,Male,Yes Indigenous,Degree = No,unemployed,4
WA,80,55-59 years,Male,Yes Indigenous,Degree = Yes,employed,4
WA,80,60-64 years,Fema,Non-Indigenous,Degree = No,employed,2038
WA,80,60-64 years,Fema,Non-Indigenous,Degree = No,unemployed,118
WA,80,60-64 years,Fema,Non-Indigenous,Degree = Yes,employed,514
WA,80,60-64 years,Fema,Non-Indigenous,Degree = Yes,unemployed,17
WA,80,60-64 years,Fema,Not stated,Degree = No,employed,7
WA,80,60-64 years,Fema,Yes Indigenous,Degree = No,employed,6
WA,80,60-64 years,Fema,Yes Indigenous,Degree = Yes,employed,5
WA,80,60-64 years,Male,Non-Indigenous,Degree = No,employed,2611
WA,80,60-64 years,Male,Non-Indigenous,Degree = No,unemployed,216
WA,80,60-64 years,Male,Non-Indigenous,Degree = Yes,employed,431
WA,80,60-64 years,Male,Non-Indigenous,Degree = Yes,unemployed,28
WA,80,60-64 years,Male,Not stated,Degree = No,employed,9
WA,80,60-64 years,Male,Yes Indigenous,Degree = No,employed,22
WA,81,25-29 years,Fema,Non-Indigenous,Degree = No,employed,1063
WA,81,25-29 years,Fema,Non-Indigenous,Degree = No,unemployed,154
WA,81,25-29 years,Fema,Non-Indigenous,Degree = Yes,employed,392
WA,81,25-29 years,Fema,Non-Indigenous,Degree = Yes,unemployed,20
WA,81,25-29 years,Fema,Not stated,Degree = No,employed,5
WA,81,25-29 years,Fema,Yes Indigenous,Degree = No,employed,18
WA,81,25-29 years,Fema,Yes Indigenous,Degree = No,unemployed,12
WA,81,25-29 years,Fema,Yes Indigenous,Degree = Yes,employed,4
WA,81,25-29 years,Male,Non-Indigenous,Degree = No,employed,1574
WA,81,25-29 years,Male,Non-Indigenous,Degree = No,unemployed,186
WA,81,25-29 years,Male,Non-Indigenous,Degree = Yes,employed,153
WA,81,25-29 years,Male,Non-Indigenous,Degree = Yes,unemployed,10
WA,81,25-29 years,Male,Not stated,Degree = No,employed,7
WA,81,25-29 years,Male,Yes Indigenous,Degree = No,employed,34
WA,81,25-29 years,Male,Yes Indigenous,Degree = No,unemployed,8
WA,81,30-34 years,Fema,Non-Indigenous,Degree = No,employed,1057
WA,81,30-34 years,Fema,Non-Indigenous,Degree = No,unemployed,164
WA,81,30-34 years,Fema,Non-Indigenous,Degree = Yes,employed,446
WA,81,30-34 years,Fema,Non-Indigenous,Degree = Yes,unemployed,18
WA,81,30-34 years,Fema,Not stated,Degree = No,employed,3
WA,81,30-34 years,Fema,Not stated,Degree = Yes,employed,4
WA,81,30-34 years,Fema,Yes Indigenous,Degree = No,employed,18
WA,81,30-34 years,Male,Non-Indigenous,Degree = No,employed,1670
WA,81,30-34 years,Male,Non-Indigenous,Degree = No,unemployed,181
WA,81,30-34 years,Male,Non-Indigenous,Degree = Yes,employed,265
WA,81,30-34 years,Male,Non-Indigenous,Degree = Yes,unemployed,11
WA,81,30-34 years,Male,Yes Indigenous,Degree = No,employed,49
WA,81,30-34 years,Male,Yes Indigenous,Degree = No,unemployed,6
WA,81,35-39 years,Fema,Non-Indigenous,Degree = No,employed,1109
WA,81,35-39 years,Fema,Non-Indigenous,Degree = No,unemployed,168
WA,81,35-39 years,Fema,Non-Indigenous,Degree = Yes,employed,448
WA,81,35-39 years,Fema,Non-Indigenous,Degree = Yes,unemployed,20
WA,81,35-39 years,Fema,Not stated,Degree = No,employed,4
WA,81,35-39 years,Fema,Yes Indigenous,Degree = No,employed,9
WA,81,35-39 years,Fema,Yes Indigenous,Degree = Yes,employed,4
